config,run,case,approach,latency,parse_ok,matches,coverage,error
original-Haiku,85,NormalMatch,Pydantic,5.764,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,85,EmptyBullets,BAML,3.566,True,4,0.95,
original-Haiku,85,EmptyBullets,Pydantic,4.328,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,85,TerseSAP,BAML,1.767,True,2,1.0,
original-Haiku,85,TerseSAP,Pydantic,1.913,True,2,1.0,
original-Haiku,86,NormalMatch,BAML,3.717,True,5,1.0,
original-Haiku,86,NormalMatch,Pydantic,4.189,True,5,1.0,
original-Haiku,86,EmptyBullets,BAML,4.425,True,4,0.9,
original-Haiku,86,EmptyBullets,Pydantic,4.38,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,86,TerseSAP,BAML,1.727,True,2,1.0,
original-Haiku,86,TerseSAP,Pydantic,1.949,True,2,1.0,
original-Haiku,87,NormalMatch,BAML,5.006,True,4,1.0,
original-Haiku,87,NormalMatch,Pydantic,4.473,True,5,1.0,
original-Haiku,87,EmptyBullets,BAML,3.086,True,4,0.95,
original-Haiku,87,EmptyBullets,Pydantic,5.652,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,87,TerseSAP,BAML,2.133,True,2,1.0,
original-Haiku,87,TerseSAP,Pydantic,1.887,True,2,1.0,
original-Haiku,88,NormalMatch,BAML,4.259,True,5,1.0,
original-Haiku,88,NormalMatch,Pydantic,5.563,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,88,EmptyBullets,BAML,4.522,True,4,0.9,
original-Haiku,88,EmptyBullets,Pydantic,4.107,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,88,TerseSAP,BAML,1.714,True,2,1.0,
original-Haiku,88,TerseSAP,Pydantic,2.054,True,2,1.0,
original-Haiku,89,NormalMatch,BAML,3.386,True,5,1.0,
original-Haiku,89,NormalMatch,Pydantic,4.349,True,5,1.0,
original-Haiku,89,EmptyBullets,BAML,3.39,True,4,0.9,
original-Haiku,89,EmptyBullets,Pydantic,4.968,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,89,TerseSAP,BAML,2.091,True,2,1.0,
original-Haiku,89,TerseSAP,Pydantic,1.677,True,2,1.0,
original-Haiku,90,NormalMatch,BAML,2.955,True,4,1.0,
original-Haiku,90,NormalMatch,Pydantic,4.735,True,5,1.0,
original-Haiku,90,EmptyBullets,BAML,3.706,True,4,0.95,
original-Haiku,90,EmptyBullets,Pydantic,4.517,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,90,TerseSAP,BAML,1.688,True,2,1.0,
original-Haiku,90,TerseSAP,Pydantic,1.639,True,2,1.0,
original-Haiku,91,NormalMatch,BAML,3.341,True,4,1.0,
original-Haiku,91,NormalMatch,Pydantic,6.543,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,91,EmptyBullets,BAML,6.934,True,4,0.9,
original-Haiku,91,EmptyBullets,Pydantic,4.352,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,91,TerseSAP,BAML,2.076,True,2,1.0,
original-Haiku,91,TerseSAP,Pydantic,1.888,True,2,1.0,
original-Haiku,92,NormalMatch,BAML,4.174,True,5,1.0,
original-Haiku,92,NormalMatch,Pydantic,4.655,True,5,1.0,
original-Haiku,92,EmptyBullets,BAML,3.391,True,4,0.9,
original-Haiku,92,EmptyBullets,Pydantic,4.531,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,92,TerseSAP,BAML,1.826,True,2,1.0,
original-Haiku,92,TerseSAP,Pydantic,1.773,True,2,1.0,
original-Haiku,93,NormalMatch,BAML,3.869,True,5,1.0,
original-Haiku,93,NormalMatch,Pydantic,3.589,True,5,1.0,
original-Haiku,93,EmptyBullets,BAML,2.674,True,4,0.95,
original-Haiku,93,EmptyBullets,Pydantic,3.732,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,93,TerseSAP,BAML,2.118,True,2,1.0,
original-Haiku,93,TerseSAP,Pydantic,1.715,True,2,1.0,
original-Haiku,94,NormalMatch,BAML,2.739,True,4,1.0,
original-Haiku,94,NormalMatch,Pydantic,3.694,True,4,1.0,
original-Haiku,94,EmptyBullets,BAML,3.156,True,4,0.9,
original-Haiku,94,EmptyBullets,Pydantic,4.402,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,94,TerseSAP,BAML,1.773,True,2,1.0,
original-Haiku,94,TerseSAP,Pydantic,1.791,True,2,1.0,
original-Haiku,95,NormalMatch,BAML,4.278,True,5,1.0,
original-Haiku,95,NormalMatch,Pydantic,4.589,True,5,1.0,
original-Haiku,95,EmptyBullets,BAML,2.754,True,4,0.9,
original-Haiku,95,EmptyBullets,Pydantic,4.271,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,95,TerseSAP,BAML,1.719,True,2,1.0,
original-Haiku,95,TerseSAP,Pydantic,1.765,True,2,1.0,
original-Haiku,96,NormalMatch,BAML,3.848,True,5,1.0,
original-Haiku,96,NormalMatch,Pydantic,4.934,True,5,1.0,
original-Haiku,96,EmptyBullets,BAML,3.385,True,4,0.9,
original-Haiku,96,EmptyBullets,Pydantic,4.356,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,96,TerseSAP,BAML,1.876,True,2,1.0,
original-Haiku,96,TerseSAP,Pydantic,1.872,True,2,1.0,
original-Haiku,97,NormalMatch,BAML,3.228,True,4,1.0,
original-Haiku,97,NormalMatch,Pydantic,4.931,True,5,1.0,
original-Haiku,97,EmptyBullets,BAML,3.462,True,4,0.9,
original-Haiku,97,EmptyBullets,Pydantic,5.154,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,97,TerseSAP,BAML,2.017,True,2,1.0,
original-Haiku,97,TerseSAP,Pydantic,1.679,True,2,1.0,
original-Haiku,98,NormalMatch,BAML,3.864,True,5,1.0,
original-Haiku,98,NormalMatch,Pydantic,4.616,True,5,1.0,
original-Haiku,98,EmptyBullets,BAML,2.883,True,4,0.9,
original-Haiku,98,EmptyBullets,Pydantic,4.13,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,98,TerseSAP,BAML,1.816,True,2,1.0,
original-Haiku,98,TerseSAP,Pydantic,1.741,True,2,1.0,
original-Haiku,99,NormalMatch,BAML,4.947,True,5,1.0,
original-Haiku,99,NormalMatch,Pydantic,5.097,True,5,1.0,
original-Haiku,99,EmptyBullets,BAML,3.639,True,4,0.95,
original-Haiku,99,EmptyBullets,Pydantic,6.495,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,99,TerseSAP,BAML,1.899,True,2,1.0,
original-Haiku,99,TerseSAP,Pydantic,1.592,True,2,1.0,
original-Haiku,100,NormalMatch,BAML,4.059,True,5,1.0,
original-Haiku,100,NormalMatch,Pydantic,4.467,True,5,1.0,
original-Haiku,100,EmptyBullets,BAML,2.761,True,4,0.9,
original-Haiku,100,EmptyBullets,Pydantic,4.275,False,0,0.0,"3 validation errors for MatchResult
matches
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
coverage_score
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing
missing_requirements
  Field required [type=missing, input_value={'$defs': {'MatchEntry': ...sing_requirements': []}}, input_type=dict]
    For further information visit https://errors.pydantic.dev/2.13/v/missing"
original-Haiku,100,TerseSAP,BAML,1.767,True,2,1.0,
original-Haiku,100,TerseSAP,Pydantic,1.608,True,2,1.0,
hardened-Haiku,1,NormalMatch,BAML,3.075,True,4,1.0,
hardened-Haiku,1,NormalMatch,Pydantic,3.358,True,4,1.0,
hardened-Haiku,1,EmptyBullets,BAML,3.182,True,4,0.9,
hardened-Haiku,1,EmptyBullets,Pydantic,3.277,True,4,0.95,
hardened-Haiku,1,TerseSAP,BAML,3.335,True,2,1.0,
hardened-Haiku,1,TerseSAP,Pydantic,1.983,True,2,1.0,
hardened-Haiku,2,NormalMatch,BAML,4.016,True,5,1.0,
hardened-Haiku,2,NormalMatch,Pydantic,3.608,True,4,1.0,
hardened-Haiku,2,EmptyBullets,BAML,2.907,True,4,0.9,
hardened-Haiku,2,EmptyBullets,Pydantic,3.568,True,4,0.9,
hardened-Haiku,2,TerseSAP,BAML,1.857,True,2,1.0,
hardened-Haiku,2,TerseSAP,Pydantic,1.692,True,2,1.0,
hardened-Haiku,3,NormalMatch,BAML,4.878,True,5,1.0,
hardened-Haiku,3,NormalMatch,Pydantic,3.24,True,4,1.0,
hardened-Haiku,3,EmptyBullets,BAML,6.792,True,4,0.9,
hardened-Haiku,3,EmptyBullets,Pydantic,2.554,True,4,0.9,
hardened-Haiku,3,TerseSAP,BAML,1.775,True,2,1.0,
hardened-Haiku,3,TerseSAP,Pydantic,2.112,True,2,1.0,
hardened-Haiku,4,NormalMatch,BAML,3.693,True,5,1.0,
hardened-Haiku,4,NormalMatch,Pydantic,3.642,True,4,1.0,
hardened-Haiku,4,EmptyBullets,BAML,4.76,True,4,0.9,
hardened-Haiku,4,EmptyBullets,Pydantic,2.848,True,4,0.95,
hardened-Haiku,4,TerseSAP,BAML,2.595,True,2,1.0,
hardened-Haiku,4,TerseSAP,Pydantic,1.475,True,2,1.0,
hardened-Haiku,5,NormalMatch,BAML,4.418,True,5,1.0,
hardened-Haiku,5,NormalMatch,Pydantic,3.724,True,4,1.0,
hardened-Haiku,5,EmptyBullets,BAML,4.088,True,4,0.9,
hardened-Haiku,5,EmptyBullets,Pydantic,2.656,True,4,0.95,
hardened-Haiku,5,TerseSAP,BAML,2.338,True,2,1.0,
hardened-Haiku,5,TerseSAP,Pydantic,1.43,True,2,1.0,
hardened-Haiku,6,NormalMatch,BAML,2.729,True,4,1.0,
hardened-Haiku,6,NormalMatch,Pydantic,3.787,True,4,1.0,
hardened-Haiku,6,EmptyBullets,BAML,4.129,True,4,0.9,
hardened-Haiku,6,EmptyBullets,Pydantic,3.512,True,4,0.9,
hardened-Haiku,6,TerseSAP,BAML,1.773,True,2,1.0,
hardened-Haiku,6,TerseSAP,Pydantic,3.698,True,2,1.0,
hardened-Haiku,7,NormalMatch,BAML,4.963,True,5,1.0,
hardened-Haiku,7,NormalMatch,Pydantic,3.936,True,4,1.0,
hardened-Haiku,7,EmptyBullets,BAML,3.532,True,4,0.9,
hardened-Haiku,7,EmptyBullets,Pydantic,3.868,True,4,0.9,
hardened-Haiku,7,TerseSAP,BAML,2.188,True,2,1.0,
hardened-Haiku,7,TerseSAP,Pydantic,1.813,True,2,1.0,
hardened-Haiku,8,NormalMatch,BAML,5.626,True,5,1.0,
hardened-Haiku,8,NormalMatch,Pydantic,3.143,True,4,1.0,
hardened-Haiku,8,EmptyBullets,BAML,3.629,True,4,0.95,
hardened-Haiku,8,EmptyBullets,Pydantic,3.0,True,4,0.9,
hardened-Haiku,8,TerseSAP,BAML,1.929,True,2,1.0,
hardened-Haiku,8,TerseSAP,Pydantic,1.958,True,2,1.0,
hardened-Haiku,9,NormalMatch,BAML,4.307,True,5,1.0,
hardened-Haiku,9,NormalMatch,Pydantic,3.19,True,4,1.0,
hardened-Haiku,9,EmptyBullets,BAML,3.413,True,4,0.9,
hardened-Haiku,9,EmptyBullets,Pydantic,3.237,True,4,0.9,
hardened-Haiku,9,TerseSAP,BAML,2.096,True,2,1.0,
hardened-Haiku,9,TerseSAP,Pydantic,1.594,True,2,1.0,
hardened-Haiku,10,NormalMatch,BAML,4.162,True,5,1.0,
hardened-Haiku,10,NormalMatch,Pydantic,3.586,True,4,1.0,
hardened-Haiku,10,EmptyBullets,BAML,3.302,True,4,0.9,
hardened-Haiku,10,EmptyBullets,Pydantic,3.478,True,4,0.9,
hardened-Haiku,10,TerseSAP,BAML,2.433,True,2,1.0,
hardened-Haiku,10,TerseSAP,Pydantic,1.881,True,2,1.0,
hardened-Haiku,11,NormalMatch,BAML,4.345,True,5,1.0,
hardened-Haiku,11,NormalMatch,Pydantic,3.014,True,4,1.0,
hardened-Haiku,11,EmptyBullets,BAML,2.773,True,4,0.9,
hardened-Haiku,11,EmptyBullets,Pydantic,3.38,True,4,0.9,
hardened-Haiku,11,TerseSAP,BAML,3.029,True,2,1.0,
hardened-Haiku,11,TerseSAP,Pydantic,1.592,True,2,1.0,
hardened-Haiku,12,NormalMatch,BAML,3.565,True,4,1.0,
hardened-Haiku,12,NormalMatch,Pydantic,3.147,True,4,1.0,
hardened-Haiku,12,EmptyBullets,BAML,3.751,True,4,0.9,
hardened-Haiku,12,EmptyBullets,Pydantic,3.001,True,4,0.9,
hardened-Haiku,12,TerseSAP,BAML,2.069,True,2,1.0,
hardened-Haiku,12,TerseSAP,Pydantic,1.89,True,2,1.0,
hardened-Haiku,13,NormalMatch,BAML,4.236,True,5,1.0,
hardened-Haiku,13,NormalMatch,Pydantic,3.285,True,4,1.0,
hardened-Haiku,13,EmptyBullets,BAML,3.709,True,4,0.9,
hardened-Haiku,13,EmptyBullets,Pydantic,4.057,True,4,0.9,
hardened-Haiku,13,TerseSAP,BAML,2.115,True,2,1.0,
hardened-Haiku,13,TerseSAP,Pydantic,1.809,True,2,1.0,
hardened-Haiku,14,NormalMatch,BAML,3.838,True,5,1.0,
hardened-Haiku,14,NormalMatch,Pydantic,3.366,True,4,1.0,
hardened-Haiku,14,EmptyBullets,BAML,3.887,True,4,0.9,
hardened-Haiku,14,EmptyBullets,Pydantic,2.935,True,4,0.9,
hardened-Haiku,14,TerseSAP,BAML,2.024,True,2,1.0,
hardened-Haiku,14,TerseSAP,Pydantic,1.476,True,2,1.0,
hardened-Haiku,15,NormalMatch,BAML,3.772,True,5,1.0,
hardened-Haiku,15,NormalMatch,Pydantic,3.453,True,4,1.0,
hardened-Haiku,15,EmptyBullets,BAML,3.314,True,4,0.95,
hardened-Haiku,15,EmptyBullets,Pydantic,3.172,True,4,0.9,
hardened-Haiku,15,TerseSAP,BAML,1.874,True,2,1.0,
hardened-Haiku,15,TerseSAP,Pydantic,1.584,True,2,1.0,
hardened-Haiku,16,NormalMatch,BAML,4.052,True,5,1.0,
hardened-Haiku,16,NormalMatch,Pydantic,3.475,True,4,1.0,
hardened-Haiku,16,EmptyBullets,BAML,4.902,True,4,0.9,
hardened-Haiku,16,EmptyBullets,Pydantic,3.105,True,4,0.9,
hardened-Haiku,16,TerseSAP,BAML,1.744,True,2,1.0,
hardened-Haiku,16,TerseSAP,Pydantic,1.844,True,2,1.0,
hardened-Haiku,17,NormalMatch,BAML,4.073,True,5,1.0,
hardened-Haiku,17,NormalMatch,Pydantic,3.201,True,4,1.0,
hardened-Haiku,17,EmptyBullets,BAML,3.333,True,4,0.9,
hardened-Haiku,17,EmptyBullets,Pydantic,5.453,True,4,0.9,
hardened-Haiku,17,TerseSAP,BAML,3.196,True,2,1.0,
hardened-Haiku,17,TerseSAP,Pydantic,1.808,True,2,1.0,
hardened-Haiku,18,NormalMatch,BAML,4.172,True,5,1.0,
hardened-Haiku,18,NormalMatch,Pydantic,4.147,True,4,1.0,
hardened-Haiku,18,EmptyBullets,BAML,3.347,True,4,0.9,
hardened-Haiku,18,EmptyBullets,Pydantic,3.013,True,4,0.9,
hardened-Haiku,18,TerseSAP,BAML,1.893,True,2,1.0,
hardened-Haiku,18,TerseSAP,Pydantic,1.741,True,2,1.0,
hardened-Haiku,19,NormalMatch,BAML,4.305,True,5,1.0,
hardened-Haiku,19,NormalMatch,Pydantic,2.969,True,4,1.0,
hardened-Haiku,19,EmptyBullets,BAML,3.31,True,4,0.9,
hardened-Haiku,19,EmptyBullets,Pydantic,2.478,True,4,0.9,
hardened-Haiku,19,TerseSAP,BAML,1.736,True,2,1.0,
hardened-Haiku,19,TerseSAP,Pydantic,1.48,True,2,1.0,
hardened-Haiku,20,NormalMatch,BAML,3.766,True,5,1.0,
hardened-Haiku,20,NormalMatch,Pydantic,3.053,True,4,1.0,
hardened-Haiku,20,EmptyBullets,BAML,4.91,True,4,0.9,
hardened-Haiku,20,EmptyBullets,Pydantic,3.011,True,4,0.9,
hardened-Haiku,20,TerseSAP,BAML,2.095,True,2,1.0,
hardened-Haiku,20,TerseSAP,Pydantic,1.851,True,2,1.0,
hardened-Haiku,21,NormalMatch,BAML,4.29,True,5,1.0,
hardened-Haiku,21,NormalMatch,Pydantic,3.589,True,4,1.0,
hardened-Haiku,21,EmptyBullets,BAML,3.616,True,4,0.95,
hardened-Haiku,21,EmptyBullets,Pydantic,3.383,True,4,0.9,
hardened-Haiku,21,TerseSAP,BAML,2.298,True,2,1.0,
hardened-Haiku,21,TerseSAP,Pydantic,1.694,True,2,1.0,
hardened-Haiku,22,NormalMatch,BAML,4.257,True,5,1.0,
hardened-Haiku,22,NormalMatch,Pydantic,4.618,True,4,1.0,
hardened-Haiku,22,EmptyBullets,BAML,2.953,True,4,0.9,
hardened-Haiku,22,EmptyBullets,Pydantic,3.702,True,4,0.9,
hardened-Haiku,22,TerseSAP,BAML,1.765,True,2,1.0,
hardened-Haiku,22,TerseSAP,Pydantic,1.979,True,2,1.0,
hardened-Haiku,23,NormalMatch,BAML,4.05,True,5,1.0,
hardened-Haiku,23,NormalMatch,Pydantic,3.265,True,4,1.0,
hardened-Haiku,23,EmptyBullets,BAML,3.699,True,4,0.9,
hardened-Haiku,23,EmptyBullets,Pydantic,2.828,True,4,0.95,
hardened-Haiku,23,TerseSAP,BAML,2.065,True,2,1.0,
hardened-Haiku,23,TerseSAP,Pydantic,1.616,True,2,1.0,
hardened-Haiku,24,NormalMatch,BAML,3.859,True,5,1.0,
hardened-Haiku,24,NormalMatch,Pydantic,3.531,True,4,1.0,
hardened-Haiku,24,EmptyBullets,BAML,2.8,True,4,0.9,
hardened-Haiku,24,EmptyBullets,Pydantic,2.584,True,4,0.9,
hardened-Haiku,24,TerseSAP,BAML,2.082,True,2,1.0,
hardened-Haiku,24,TerseSAP,Pydantic,1.475,True,2,1.0,
hardened-Haiku,25,NormalMatch,BAML,3.681,True,5,1.0,
hardened-Haiku,25,NormalMatch,Pydantic,3.43,True,4,1.0,
hardened-Haiku,25,EmptyBullets,BAML,3.471,True,4,0.9,
hardened-Haiku,25,EmptyBullets,Pydantic,3.078,True,4,0.9,
hardened-Haiku,25,TerseSAP,BAML,1.876,True,2,1.0,
hardened-Haiku,25,TerseSAP,Pydantic,2.142,True,2,1.0,
hardened-Haiku,26,NormalMatch,BAML,4.156,True,5,1.0,
hardened-Haiku,26,NormalMatch,Pydantic,3.846,True,4,1.0,
hardened-Haiku,26,EmptyBullets,BAML,2.564,True,4,0.9,
hardened-Haiku,26,EmptyBullets,Pydantic,3.199,True,4,0.9,
hardened-Haiku,26,TerseSAP,BAML,2.389,True,2,1.0,
hardened-Haiku,26,TerseSAP,Pydantic,2.007,True,2,1.0,
hardened-Haiku,27,NormalMatch,BAML,2.994,True,4,1.0,
hardened-Haiku,27,NormalMatch,Pydantic,3.25,True,4,1.0,
